content,clean_tokens,stemmed,label
"memudahkan pembelian tiket nonton, tanpa harus antri di loket","['memudahkan', 'pembelian', 'tiket', 'nonton', 'tanpa', 'harus', 'antri', 'di', 'loket']","['mudah', 'beli', 'tiket', 'nonton', 'antri', 'loket']",1
good app..,"['good', 'app']","['good', 'app']",1
"HATI2 DENGAN APPS INI. Top up tidak bisa refund. Dan pembelian sudah di blok 15 menit sebelum film dimulai. Sangat merugikan, apalagi tidak bisa dibelanjakan makan/minum.","['hati2', 'dengan', 'apps', 'ini', 'top', 'up', 'tidak', 'bisa', 'refund', 'dan', 'pembelian', 'sudah', 'di', 'blok', '15', 'menit', 'sebelum', 'film', 'dimulai', 'sangat', 'merugikan', 'apalagi', 'tidak', 'bisa', 'dibelanjakan', 'makan/minum']","['hati2', 'apps', 'top', 'up', 'refund', 'beli', 'blok', '15', 'menit', 'film', 'rugi', 'belanja', 'makan minum']",0
semua fitur ok kecuali tidak support bni,"['semua', 'fitur', 'ok', 'kecuali', 'tidak', 'support', 'bni']","['fitur', 'ok', 'kecuali', 'support', 'bni']",1
"aplikasinya mantul banget, salam dari abang yefune ganteng..","['aplikasinya', 'mantul', 'banget', 'salam', 'dari', 'abang', 'yefune', 'ganteng']","['aplikasi', 'mantul', 'banget', 'abang', 'yefune', 'ganteng']",1
can't book in other day,"['ca', ""n't"", 'book', 'in', 'other', 'day']","['ca', 'n t', 'book', 'in', 'other', 'day']",0
antul,['antul'],['antul'],1
"saya mau tanya, kalau pembelian melalui mtix kenapa biaya admin nya Rp 1.500 rupiah di bebankan per tiket, bukan per transaksi ? apakah iti bagian dr xxi dalam mengambil untung? thankyou","['saya', 'mau', 'tanya', 'kalau', 'pembelian', 'melalui', 'mtix', 'kenapa', 'biaya', 'admin', 'nya', 'rp', '1.500', 'rupiah', 'di', 'bebankan', 'per', 'tiket', 'bukan', 'per', 'transaksi', 'apakah', 'iti', 'bagian', 'dr', 'xxi', 'dalam', 'mengambil', 'untung', 'thankyou']","['beli', 'mtix', 'biaya', 'admin', 'rp', '1 500', 'rupiah', 'beban', 'tiket', 'transaksi', 'iti', 'dr', 'xxi', 'ambil', 'untung', 'thankyou']",0
"Lagg parah, aplikasinya cacat mau pesen kursi lemot bgt... ngelag parah","['lagg', 'parah', 'aplikasinya', 'cacat', 'mau', 'pesen', 'kursi', 'lemot', 'bgt', 'ngelag', 'parah']","['lagg', 'parah', 'aplikasi', 'cacat', 'sen', 'kursi', 'lot', 'bgt', 'ngelag', 'parah']",0
nominal topup ditentuin dr pihak cinema 21 nya. ga bisa semau kita jumlah topup nya. suka sisa banyak saldo ga kepake.,"['nominal', 'topup', 'ditentuin', 'dr', 'pihak', 'cinema', '21', 'nya', 'ga', 'bisa', 'semau', 'kita', 'jumlah', 'topup', 'nya', 'suka', 'sisa', 'banyak', 'saldo', 'ga', 'kepake']","['nominal', 'topup', 'ditentuin', 'dr', 'cema', '21', 'ga', 'mau', 'topup', 'suka', 'sisa', 'saldo', 'ga', 'kepake']",0
amazing and may be the best app i had in my phone,"['amazing', 'and', 'may', 'be', 'the', 'best', 'app', 'i', 'had', 'in', 'my', 'phone']","['amazing', 'and', 'may', 'be', 'the', 'best', 'app', 'had', 'in', 'my', 'phone']",1
saldo nya gabisa di refund,"['saldo', 'nya', 'gabisa', 'di', 'refund']","['saldo', 'gabisa', 'refund']",0
"wahhh daebak😆 tanks for Cinema 21, ARMYYYY.... 보라해😊 Bring The Soul: The Movie😂","['wahhh', 'daebak😆', 'tanks', 'for', 'cinema', '21', 'armyyyy', 'bring', 'the', 'soul', 'the', 'movie😂']","['wahhh', 'daebak', 'tanks', 'for', 'cema', '21', 'armyyyy', 'bring', 'the', 'soul', 'the', 'movie']",1
apaan tiba2 ga bisa masuk alesannya kode otp kebanyakan diminta sampe lebih batas. kenapa juga tiap2 masuk sekarang harus pake otp. ga niat banget. malah mempersulit. mana uang udah keburi deposit pula.,"['apaan', 'tiba2', 'ga', 'bisa', 'masuk', 'alesannya', 'kode', 'otp', 'kebanyakan', 'diminta', 'sampe', 'lebih', 'batas', 'kenapa', 'juga', 'tiap2', 'masuk', 'sekarang', 'harus', 'pake', 'otp', 'ga', 'niat', 'banget', 'malah', 'mempersulit', 'mana', 'uang', 'udah', 'keburi', 'deposit', 'pula']","['tiba2', 'ga', 'alesannya', 'kode', 'otp', 'banyak', 'sampe', 'batas', 'tiap2', 'pake', 'otp', 'ga', 'niat', 'banget', 'sulit', 'uang', 'udah', 'kebur', 'deposit']",0
sangat puas,"['sangat', 'puas']",['puas'],1
good,['good'],['good'],1
good.. like it this app,"['good', 'like', 'it', 'this', 'app']","['good', 'like', 'it', 'this', 'app']",1
KEBANYAKAN IKLAN. MAKAN DAN MINUM DITEMPAT SANGAT MENGGANGGU NONTON,"['kebanyakan', 'iklan', 'makan', 'dan', 'minum', 'ditempat', 'sangat', 'mengganggu', 'nonton']","['banyak', 'iklan', 'makan', 'minum', 'tempat', 'ganggu', 'nonton']",0
yap,['yap'],['yap'],1
Tolong dikasi notif film yg akan tayang tiket sudah dpt dibeli jadi memudahkan,"['tolong', 'dikasi', 'notif', 'film', 'yg', 'akan', 'tayang', 'tiket', 'sudah', 'dpt', 'dibeli', 'jadi', 'memudahkan']","['tolong', 'kasi', 'notif', 'film', 'yg', 'tayang', 'tiket', 'dpt', 'beli', 'mudah']",1
Bad experience using this application. I chose the wrong chair and I can't change it. and the worse customer service can not be contacted,"['bad', 'experience', 'using', 'this', 'application', 'i', 'chose', 'the', 'wrong', 'chair', 'and', 'i', 'ca', ""n't"", 'change', 'it', 'and', 'the', 'worse', 'customer', 'service', 'can', 'not', 'be', 'contacted']","['bad', 'experience', 'using', 'this', 'application', 'chose', 'the', 'wrong', 'chair', 'and', 'ca', 'n t', 'change', 'it', 'and', 'the', 'worse', 'customer', 'service', 'can', 'not', 'be', 'contacted']",0
cool application..,"['cool', 'application']","['cool', 'application']",1
love this app🥰,"['love', 'this', 'app🥰']","['love', 'this', 'app']",1
"OTP untuk setiap device, cukup sekali daftar aja. apa susahnya login utk multidevice","['otp', 'untuk', 'setiap', 'device', 'cukup', 'sekali', 'daftar', 'aja', 'apa', 'susahnya', 'login', 'utk', 'multidevice']","['otp', 'device', 'daftar', 'aja', 'susah', 'login', 'utk', 'multidevice']",0
ok,['ok'],['ok'],1
"Cinema 21 service is still far behind both Cinemaxx and CGV, as Cinema 21 does not allow customers to buy Premier tix online (M-Tix). Still need a lot of improvements for being number 1 largest cinema in Indonesia","['cinema', '21', 'service', 'is', 'still', 'far', 'behind', 'both', 'cinemaxx', 'and', 'cgv', 'as', 'cinema', '21', 'does', 'not', 'allow', 'customers', 'to', 'buy', 'premier', 'tix', 'online', 'm-tix', 'still', 'need', 'a', 'lot', 'of', 'improvements', 'for', 'being', 'number', '1', 'largest', 'cinema', 'in', 'indonesia']","['cema', '21', 'service', 'is', 'still', 'far', 'behind', 'both', 'cinemaxx', 'and', 'cgv', 'as', 'cema', '21', 'does', 'not', 'allow', 'customers', 'to', 'buy', 'premier', 'tix', 'online', 'm-tix', 'still', 'need', 'lot', 'of', 'improvements', 'for', 'being', 'number', '1', 'largest', 'cema', 'in', 'indonesia']",0
Easy to use and to do top up,"['easy', 'to', 'use', 'and', 'to', 'do', 'top', 'up']","['easy', 'to', 'use', 'and', 'to', 'do', 'top', 'up']",1
"Design UI dan UX sdh ckup baik: informatif, mudah di-operasikan. Size app-nya jg ckup, tdk berlebihan. Sering2 update jika menemukan Bug agar supaya transaksi semakin secure. Perbanyak promo diskon di app sndr dibandingkan App sejenis lainnya.","['design', 'ui', 'dan', 'ux', 'sdh', 'ckup', 'baik', 'informatif', 'mudah', 'di-operasikan', 'size', 'app-nya', 'jg', 'ckup', 'tdk', 'berlebihan', 'sering2', 'update', 'jika', 'menemukan', 'bug', 'agar', 'supaya', 'transaksi', 'semakin', 'secure', 'perbanyak', 'promo', 'diskon', 'di', 'app', 'sndr', 'dibandingkan', 'app', 'sejenis', 'lainnya']","['design', 'ui', 'ux', 'sdh', 'ckup', 'informatif', 'mudah', 'di-operasikan', 'size', 'app-nya', 'jg', 'ckup', 'tdk', 'sering2', 'update', 'temu', 'bug', 'transaksi', 'secure', 'banyak', 'promo', 'diskon', 'app', 'sndr', 'banding', 'app', 'jenis']",1
"top upnya minimal 100.000 kemahalan, mungkin bisa dibuat 50.000","['top', 'upnya', 'minimal', '100.000', 'kemahalan', 'mungkin', 'bisa', 'dibuat', '50.000']","['top', 'upnya', 'minimal', '100 000', 'mahal', '50 000']",0
loadingmya lama nih.. tumben,"['loadingmya', 'lama', 'nih', 'tumben']","['loadingmya', 'nih', 'tumben']",0
susah masuk,"['susah', 'masuk']",['susah'],0
wow so goods,"['wow', 'so', 'goods']","['wow', 'so', 'goods']",1
"top up biaya admin, beli tiket biaya admin,lebih baik saat top up langsung dikenakan biaya admin jangan saldonya dipotong untung biaya admin","['top', 'up', 'biaya', 'admin', 'beli', 'tiket', 'biaya', 'admin', 'lebih', 'baik', 'saat', 'top', 'up', 'langsung', 'dikenakan', 'biaya', 'admin', 'jangan', 'saldonya', 'dipotong', 'untung', 'biaya', 'admin']","['top', 'up', 'biaya', 'admin', 'beli', 'tiket', 'biaya', 'admin', 'top', 'up', 'kena', 'biaya', 'admin', 'saldo', 'potong', 'untung', 'biaya', 'admin']",0
video force close ketika play pertama kali full screen.,"['video', 'force', 'close', 'ketika', 'play', 'pertama', 'kali', 'full', 'screen']","['video', 'force', 'close', 'play', 'full', 'screen']",0
why? only 2 ticket can i buy it?,"['why', 'only', '2', 'ticket', 'can', 'i', 'buy', 'it']","['why', 'only', '2', 'ticket', 'can', 'buy', 'it']",0
"top up saldo kena charge 5k, beli tiket kena charge lagi 1.5k, nonton film lamanya minta ampun kebanyakan iklan, gak sesuai schedule.","['top', 'up', 'saldo', 'kena', 'charge', '5k', 'beli', 'tiket', 'kena', 'charge', 'lagi', '1.5k', 'nonton', 'film', 'lamanya', 'minta', 'ampun', 'kebanyakan', 'iklan', 'gak', 'sesuai', 'schedule']","['top', 'up', 'saldo', 'charge', '5k', 'beli', 'tiket', 'charge', '1 5k', 'nonton', 'film', 'ampun', 'banyak', 'iklan', 'gak', 'sesuai', 'schedule']",0
its help me to enjoy film.,"['its', 'help', 'me', 'to', 'enjoy', 'film']","['its', 'help', 'me', 'to', 'enjoy', 'film']",1
"Dana yg sudah dimasukan tidak dapat ditarik, kalau tidak sengaja 0-nya lebih satu gimana? kejadian sama saya. 1 juta ga bisa ditarik. Hati-hati e-money abal-abal yg seperti ini udah ga boleh harusnya dari kemenkeu, liat tokped yg buru-buru ganti ke e-money mereka sendiri, kemudian pindah OVO. Saldo mau diabisin juga susah, nyoba jualan tiket ke temen-temen juga banyak film yg malah ga bisa dibeli tiketnya lebih awal, ada biaya admin juga per-tiket, perfect :)","['dana', 'yg', 'sudah', 'dimasukan', 'tidak', 'dapat', 'ditarik', 'kalau', 'tidak', 'sengaja', '0-nya', 'lebih', 'satu', 'gimana', 'kejadian', 'sama', 'saya', '1', 'juta', 'ga', 'bisa', 'ditarik', 'hati-hati', 'e-money', 'abal-abal', 'yg', 'seperti', 'ini', 'udah', 'ga', 'boleh', 'harusnya', 'dari', 'kemenkeu', 'liat', 'tokped', 'yg', 'buru-buru', 'ganti', 'ke', 'e-money', 'mereka', 'sendiri', 'kemudian', 'pindah', 'ovo', 'saldo', 'mau', 'diabisin', 'juga', 'susah', 'nyoba', 'jualan', 'tiket', 'ke', 'temen-temen', 'juga', 'banyak', 'film', 'yg', 'malah', 'ga', 'bisa', 'dibeli', 'tiketnya', 'lebih', 'awal', 'ada', 'biaya', 'admin', 'juga', 'per-tiket', 'perfect']","['dana', 'yg', 'masuk', 'tarik', 'sengaja', '0-nya', 'gimana', 'jadi', '1', 'juta', 'ga', 'tarik', 'hati', 'e-money', 'abal-abal', 'yg', 'udah', 'ga', 'kemenkeu', 'liat', 'tokped', 'yg', 'buru', 'ganti', 'e-money', 'pindah', 'ovo', 'saldo', 'diabisin', 'susah', 'nyoba', 'jual', 'tiket', 'temen-temen', 'film', 'yg', 'ga', 'beli', 'tiket', 'biaya', 'admin', 'per-tiket', 'perfect']",0
gua kerja disini,"['gua', 'kerja', 'disini']",['gua'],1
"Saya harap kedepannya terdapat fitur pengingat yang otomatis masuk email dan kalender Google, seperti e-tiket pembelian hotel. sehingga dapat menjadi auto reminder di hp terimakasih","['saya', 'harap', 'kedepannya', 'terdapat', 'fitur', 'pengingat', 'yang', 'otomatis', 'masuk', 'email', 'dan', 'kalender', 'google', 'seperti', 'e-tiket', 'pembelian', 'hotel', 'sehingga', 'dapat', 'menjadi', 'auto', 'reminder', 'di', 'hp', 'terimakasih']","['harap', 'depan', 'fitur', 'ingat', 'otomatis', 'email', 'kalender', 'google', 'e-tiket', 'beli', 'hotel', 'auto', 'reminder', 'hp', 'terimakasih']",1
"aplikasi ""penghisap darah"". dikit bayar. mau top up ada biaya, beli per tiket ada biaya. apaan??!! nyari duit bener ya","['aplikasi', 'penghisap', 'darah', 'dikit', 'bayar', 'mau', 'top', 'up', 'ada', 'biaya', 'beli', 'per', 'tiket', 'ada', 'biaya', 'apaan', 'nyari', 'duit', 'bener', 'ya']","['aplikasi', 'penghisap', 'darah', 'dikit', 'bayar', 'top', 'up', 'biaya', 'beli', 'tiket', 'biaya', 'nyari', 'duit', 'bener']",0
bisa liat tailer nya deh good job XXI,"['bisa', 'liat', 'tailer', 'nya', 'deh', 'good', 'job', 'xxi']","['liat', 'tailer', 'deh', 'good', 'job', 'xxi']",1
easy to book,"['easy', 'to', 'book']","['easy', 'to', 'book']",1
Lambat,['lambat'],['lambat'],0
Saya udah coba register berkali kali biar loginnya bisa tapi kok malah ada tulisan akun ini tidak ada dan ga bisa terus,"['saya', 'udah', 'coba', 'register', 'berkali', 'kali', 'biar', 'loginnya', 'bisa', 'tapi', 'kok', 'malah', 'ada', 'tulisan', 'akun', 'ini', 'tidak', 'ada', 'dan', 'ga', 'bisa', 'terus']","['udah', 'coba', 'register', 'kali', 'biar', 'loginnya', 'tulis', 'akun', 'ga']",0
"sering banget kode otp susah masuk sampe dicoba maksimum percobaan ngga masuk juga. baru bisa masuk di hari berikutnya. Dan kalo bisa dibikin order di hari hari berikutnya dalam jangka waktu tertentu kaya app ""sebelah""","['sering', 'banget', 'kode', 'otp', 'susah', 'masuk', 'sampe', 'dicoba', 'maksimum', 'percobaan', 'ngga', 'masuk', 'juga', 'baru', 'bisa', 'masuk', 'di', 'hari', 'berikutnya', 'dan', 'kalo', 'bisa', 'dibikin', 'order', 'di', 'hari', 'hari', 'berikutnya', 'dalam', 'jangka', 'waktu', 'tertentu', 'kaya', 'app', 'sebelah']","['banget', 'kode', 'otp', 'susah', 'sampe', 'coba', 'maksimum', 'coba', 'ngga', 'kalo', 'bikin', 'order', 'jangka', 'waktu', 'kaya', 'app', 'belah']",0
"because of the new mtix system they have, I am not going to this cinema anymore, it's almost impossible to buy a ticket online! I just top up 103rb and they cut 5rb from the money I transfer! day light robbery! now I have to transfer another 100rb to be able to buy the ticket, no warning no information!!! XXI is the worst payment system in the world! for 103rb ticket I must topup 200rb, so that poor xxi keep the rest of the money in their bank account for their daily bank interest. XXI is a scum.","['because', 'of', 'the', 'new', 'mtix', 'system', 'they', 'have', 'i', 'am', 'not', 'going', 'to', 'this', 'cinema', 'anymore', 'it', 'almost', 'impossible', 'to', 'buy', 'a', 'ticket', 'online', 'i', 'just', 'top', 'up', '103rb', 'and', 'they', 'cut', '5rb', 'from', 'the', 'money', 'i', 'transfer', 'day', 'light', 'robbery', 'now', 'i', 'have', 'to', 'transfer', 'another', '100rb', 'to', 'be', 'able', 'to', 'buy', 'the', 'ticket', 'no', 'warning', 'no', 'information', 'xxi', 'is', 'the', 'worst', 'payment', 'system', 'in', 'the', 'world', 'for', '103rb', 'ticket', 'i', 'must', 'topup', '200rb', 'so', 'that', 'poor', 'xxi', 'keep', 'the', 'rest', 'of', 'the', 'money', 'in', 'their', 'bank', 'account', 'for', 'their', 'daily', 'bank', 'interest', 'xxi', 'is', 'a', 'scum']","['because', 'of', 'the', 'new', 'mtix', 'system', 'they', 'have', 'am', 'not', 'going', 'to', 'this', 'cema', 'anymore', 'it', 'almost', 'impossible', 'to', 'buy', 'ticket', 'online', 'just', 'top', 'up', '103rb', 'and', 'they', 'cut', '5rb', 'from', 'the', 'money', 'transfer', 'day', 'light', 'robbery', 'now', 'have', 'to', 'transfer', 'another', '100rb', 'to', 'be', 'able', 'to', 'buy', 'the', 'ticket', 'no', 'warning', 'no', 'information', 'xxi', 'is', 'the', 'worst', 'payment', 'system', 'in', 'the', 'world', 'for', '103rb', 'ticket', 'must', 'topup', '200rb', 'so', 'that', 'poor', 'xxi', 'keep', 'the', 'rest', 'of', 'the', 'money', 'in', 'their', 'bank', 'account', 'for', 'their', 'daily', 'bank', 'interest', 'xxi', 'is', 'scum']",0
this app make our life a live,"['this', 'app', 'make', 'our', 'life', 'a', 'live']","['this', 'app', 'make', 'our', 'life', 'live']",1
Tidak flexible utk per pindah an jam tayang.. Parah banget management nya,"['tidak', 'flexible', 'utk', 'per', 'pindah', 'an', 'jam', 'tayang', 'parah', 'banget', 'management', 'nya']","['flexible', 'utk', 'pindah', 'an', 'jam', 'tayang', 'parah', 'banget', 'management']",0
Please minimal top up jangan Rp 100.000!!! Mau beli tiket cuma kurang Rp 500 perak masa kita harus top-up Rp 100.000!!?? Gitu aja terus nanti bakal terus ada Saldo nanggung di Mtix!!,"['please', 'minimal', 'top', 'up', 'jangan', 'rp', '100.000', 'mau', 'beli', 'tiket', 'cuma', 'kurang', 'rp', '500', 'perak', 'masa', 'kita', 'harus', 'top-up', 'rp', '100.000', 'gitu', 'aja', 'terus', 'nanti', 'bakal', 'terus', 'ada', 'saldo', 'nanggung', 'di', 'mtix']","['please', 'minimal', 'top', 'up', 'rp', '100 000', 'beli', 'tiket', 'rp', '500', 'perak', 'top-up', 'rp', '100 000', 'gitu', 'aja', 'saldo', 'nanggung', 'mtix']",0
potongan dan min top up terlalu besar buat saya,"['potongan', 'dan', 'min', 'top', 'up', 'terlalu', 'besar', 'buat', 'saya']","['potong', 'min', 'top', 'up']",0
masa topup dipotong juga terus tu tiap tiket dicas lagi. jangan pakek aplikasi ini deh buat beli.tiket. rugi banyak. uang sisa topup juga gak bisa diambil lagi,"['masa', 'topup', 'dipotong', 'juga', 'terus', 'tu', 'tiap', 'tiket', 'dicas', 'lagi', 'jangan', 'pakek', 'aplikasi', 'ini', 'deh', 'buat', 'beli.tiket', 'rugi', 'banyak', 'uang', 'sisa', 'topup', 'juga', 'gak', 'bisa', 'diambil', 'lagi']","['topup', 'potong', 'tu', 'tiket', 'cas', 'pakek', 'aplikasi', 'deh', 'beli tiket', 'rugi', 'uang', 'sisa', 'topup', 'gak', 'ambil']",0
nice apps,"['nice', 'apps']","['nice', 'apps']",1
ngisi mtix nya min 100rb. org cm ntn sekali2 duit ngendap byk sisa di mtix.,"['ngisi', 'mtix', 'nya', 'min', '100rb', 'org', 'cm', 'ntn', 'sekali2', 'duit', 'ngendap', 'byk', 'sisa', 'di', 'mtix']","['ngisi', 'mtix', 'min', '100rb', 'org', 'cm', 'ntn', 'sekali2', 'duit', 'ngendap', 'byk', 'sisa', 'mtix']",0
aplikasi lemotnya ampun...buat bagian developer... benerin kalau gak mending uninstall,"['aplikasi', 'lemotnya', 'ampun', 'buat', 'bagian', 'developer', 'benerin', 'kalau', 'gak', 'mending', 'uninstall']","['aplikasi', 'lot', 'ampun', 'developer', 'benerin', 'gak', 'mending', 'uninstall']",0
kurang bermanfaat. gak bisa buat beli tiket premiere.,"['kurang', 'bermanfaat', 'gak', 'bisa', 'buat', 'beli', 'tiket', 'premiere']","['manfaat', 'gak', 'beli', 'tiket', 'premiere']",0
pokokny jadi gampang klo mau nonton bisoskop pokokny rekomendet bgtt,"['pokokny', 'jadi', 'gampang', 'klo', 'mau', 'nonton', 'bisoskop', 'pokokny', 'rekomendet', 'bgtt']","['pokokny', 'gampang', 'klo', 'nonton', 'bisoskop', 'pokokny', 'rekomendet', 'bgtt']",1
oke,['oke'],['oke'],1
selamat menikmati sisa uang 30rb saya.. tidak bisa refund..top up potong sana sini.. beli tiketnya jg potong sana sini.. so tricky!! make something simple and interesting! i m uninstalling this useless apps.!,"['selamat', 'menikmati', 'sisa', 'uang', '30rb', 'saya', 'tidak', 'bisa', 'refund', 'top', 'up', 'potong', 'sana', 'sini', 'beli', 'tiketnya', 'jg', 'potong', 'sana', 'sini', 'so', 'tricky', 'make', 'something', 'simple', 'and', 'interesting', 'i', 'm', 'uninstalling', 'this', 'useless', 'apps']","['selamat', 'nikmat', 'sisa', 'uang', '30rb', 'refund', 'top', 'up', 'potong', 'beli', 'tiket', 'jg', 'potong', 'so', 'tricky', 'make', 'something', 'simple', 'and', 'interesting', 'uninstalling', 'this', 'useless', 'apps']",0
sangat membantu. tidak perlu antri di lokasi,"['sangat', 'membantu', 'tidak', 'perlu', 'antri', 'di', 'lokasi']","['bantu', 'antri', 'lokasi']",1
its fine,"['its', 'fine']","['its', 'fine']",1
great,['great'],['great'],1
minimun top up 100.000 nyebelin sih,"['minimun', 'top', 'up', '100.000', 'nyebelin', 'sih']","['minimun', 'top', 'up', '100 000', 'nyebelin', 'sih']",0
usefull app,"['usefull', 'app']","['usefull', 'app']",1
tambahin daftar list kota2 lain yg sdh ada XXI..trmksh.,"['tambahin', 'daftar', 'list', 'kota2', 'lain', 'yg', 'sdh', 'ada', 'xxi', 'trmksh']","['tambahin', 'daftar', 'list', 'kota2', 'yg', 'sdh', 'xxi', 'trmksh']",1
helpful,['helpful'],['helpful'],1
succ app doesn't help at all,"['succ', 'app', 'does', ""n't"", 'help', 'at', 'all']","['succ', 'app', 'does', 'n t', 'help', 'at', 'all']",0
good,['good'],['good'],1
good,['good'],['good'],1
membantu anti ngantri,"['membantu', 'anti', 'ngantri']","['bantu', 'anti', 'ngantri']",1
"the worst app i'v ever used.. i topped up my blnce 200k but the funds were filled only 195k. d first disappointment is no any informtn there, whre my 5k? then i bought 2 tickets (45k/ticket), my balance was deducted again by Rp3k adm fee. now i have only Rp102k saldo. i can't withdraw from there. my the only one choice is i have to spend it by buying 2 tickets again (Rp93k inc adm fee), the last and everlasting disappointment is, my saldo Rp9.000 will be wasted there. horrible n scary 😭","['the', 'worst', 'app', 'i', 'v', 'ever', 'used', 'i', 'topped', 'up', 'my', 'blnce', '200k', 'but', 'the', 'funds', 'were', 'filled', 'only', '195k', 'd', 'first', 'disappointment', 'is', 'no', 'any', 'informtn', 'there', 'whre', 'my', '5k', 'then', 'i', 'bought', '2', 'tickets', '45k/ticket', 'my', 'balance', 'was', 'deducted', 'again', 'by', 'rp3k', 'adm', 'fee', 'now', 'i', 'have', 'only', 'rp102k', 'saldo', 'i', 'ca', ""n't"", 'withdraw', 'from', 'there', 'my', 'the', 'only', 'one', 'choice', 'is', 'i', 'have', 'to', 'spend', 'it', 'by', 'buying', '2', 'tickets', 'again', 'rp93k', 'inc', 'adm', 'fee', 'the', 'last', 'and', 'everlasting', 'disappointment', 'is', 'my', 'saldo', 'rp9.000', 'will', 'be', 'wasted', 'there', 'horrible', 'n', 'scary']","['the', 'worst', 'app', 'ever', 'used', 'topped', 'up', 'my', 'blnce', '200k', 'but', 'the', 'funds', 'were', 'filled', 'only', '195k', 'first', 'disappointment', 'is', 'no', 'any', 'informtn', 'there', 'whre', 'my', '5k', 'then', 'bought', '2', 'tickets', '45k ticket', 'my', 'balance', 'was', 'deducted', 'again', 'by', 'rp3k', 'adm', 'fee', 'now', 'have', 'only', 'rp102k', 'saldo', 'ca', 'n t', 'withdraw', 'from', 'there', 'my', 'the', 'only', 'one', 'choice', 'is', 'have', 'to', 'spend', 'it', 'by', 'buying', '2', 'tickets', 'again', 'rp93k', 'inc', 'adm', 'fee', 'the', 'last', 'and', 'everlasting', 'disappointment', 'is', 'my', 'saldo', 'rp9 000', 'will', 'be', 'wasted', 'there', 'horrible', 'scary']",0
