content,score
"Easy to use. But you have mark up your top up manually with admin fee included, Rp5,000 + Rp1,500 per seat",5
"Menurtuku aplikasinya udh bagus sih cuma satu yg disayangkan, saldo lebihnya tidak bisa ditarik. Top up minimalnnya juga mahal bgt, biaya admin nyaris sama kyk biaya tf antar bank. Padahal cuma buat beli tiket. Beli tiket online malah lebih mahal drpd beli offline.",3
"Worse bgt, masa abis beli gbs cek history either history ticket or history xxi cafe. Kalo gk di ss gbs dijadiin bukti kalo kita udh beli. Udh gitu suka gbs kebuka lg, kyk pas nyari theater atau film, mau mesen ehh gbs.",1
"the minimum cost for top up is too expensive, gabisa narik saldo dr app ke atm, waktu top up kepotongnya didalem app, jd harus topup 2 kali pdhl minimal top up mahal bgt, kmrn isi 166k di mtix jadi 161k, krg 5k doang harus topup lagi 100k, bener"" rugi di biaya admin sama gabisa narik lgi ke atm :), bikin kepotong biaya admin di atm aja, jgn di appnya, bikin org kepaksa topup 2 kali pdhl min top up mahal bgt, alhasil uangnya stuck di app, ngerugiin bgt, pelayanan online cafe jg lama di bioskopnya",1
Aplikasi sarana biar mudah. Lucu topup kena admin fee 5000. Ga bisa di withdraw pula sisanya.,1
mau mudah tapi mahal pakai aplikasi inj,1
"Brought my family to the cinema after booked the tickets via app for 12.40 show time. Scanned the QR code but the machine says ""Transaksi tidak ditemukan"". Asked the cashier, she said that the app server experienced issues such as displaying the incorrect show time therefore the booked tickets can't be used. Then I was told to wait for the refund within 2x24 hours. I could only buy ticket manually via cashier with a very long queue. What a worst experience.",1
Buka tutup pesan tiket gak jelas kapan. Jebakan fee dmn2. Trakir lah pake. Apps yg kalau bisa sulit knpa di permudah.,1
Nice,5
"Saya beri 5*, jikalau pengisian Mtix sudah bisa memakai BNI dan Aplikasi Mbanking nya.",3
Great app,1
"Jaman udah canggih tapi mau nutup akun aja harus pake materai, ribet 👎",1
"The worst application ever, gimana ceritanya bisa top up tapi gabisa refund, trus mesti top up kelipatan 100k, apalagi gabisa pesen untuk The next day, aplikasi itu memudahkan eh ini malah nyusahin. Malu sama app sebelah",1
Layananan contact centre by wa mengharuskan pelanggan untuk bersedia nomor telponnya dibroadcast. Saya tidak mau wa saya dibanjiri informasi yg tidak saya inginkan.,1
Ini ga bisa pilih tanggal H-7 ya?,3
Fees fees fees everywhere.. this innovation is purely to suck the money out of customers to the fullest!,1
"Loading terlalu lama, mau pesen tiket aja susah banget.",1
"M-tix is a capitalist app. ada menu top up, tp tidak ada menu withdraw? ada tambahan biaya admin bank 5k yg langsung mengurangi saldo, saldo jadi kurang untuk booking tiket. top up lagi minimum 100k. minta withdraw suruh nutup akun dengan bikin surat pengajuan disertai materai 10k. Worst digital payment ever",1
Bagus bisa booking tempat dari rmh,5
"Bad ux, tolong jangan taruh tgl berikut nya di bawah jadwal hari ini. Menyebabkan salah order tanggal",1
Minimum topup of 100k and admin fee of 5000 is just plain dumb capitalism at work,1
Not even a good app and you charge double fee (topup fee and adm fee everytime we buy tickets),1
"Tolong tambahkan fitur untuk mengganti nomor telepon, karena akan sangat berguna bagi yang nomor telepon nya sudah ganti atau bagi yang kehilangan sim card.",4
"Poor payment option, can't use cashless like gopay or ovo",1
"Your app suck. Mau register nggak bisa masukin karakter, verifikasi chaptanya sampe 8x. Data-data yang diperlukan untuk bikin akun jg terlalu banyak dan nggak relevan dengan aplikasi pemesanan tiket nonton spt nomor ktp/paspor. Developernya bisa nggak bikin aplikasi? Payah!",1
"Depok city and all of the theatre inside, dont display at ""near me"" button, this related page only available on google maps link, because it provide us to open the direct link into depok theatre link pages. Please fix this.",1
"Admin fee per ticket is 1,5 k. Okay. Buying 2 tickets 123,000 k, top up via mbca 123k. THEN, my mtix balance is only 118k, because there is another 5k admin, which is unwritten anywhere! Then, i have to top up MINIMUM OF another 100K if i still want to buy 2 tickets.. What a waste! This app is a scam, do not install it. Just buy offline or use TIX.ID. This app's only wasting your money😔",1
"ur app is suck, i can't login, there is no any otp sent to my phone number",1
Susah banget tombol confirm order nya,1
"Tidak semua orang bisa vaksin (penyakit bawaan dll) , tapi nonton dibioskop adalah hak semua orang. Wajibnya pake aplikasi peduli lindungi berarti diskriminasi oleh Cinema21!",1
"Setelah beribu-ribu Purnama karena pandemi, ternyata kredit saya masih ada.",4
Daripada beli tiket di aplikasi lain mending beli di aplikasi resminya biar gak bentrok tempat duduk. Sebab penggunanya diprioritaskan tentunya,5
apabila ada keluhan tidak ada sama sekali respon kemudian booking dari app gagal terus bapuk pokoknya ni app,1
"Very easy to use. But the fee that you charge is very very expensive. 5k for top up, 1,5k/ticket. Stupid capitalism. It's not about giving easy service, but how to get more money from customer. Just don't act you're helping.",3
Cant even use the app It kept telling me to check my internet connection,1
bagus aplikasinya mudah penggunaannya,5
Best ticket app 👍,5
"Mau buat akun tapi email verificationya tidak ada, sudah coba re send berkali kali tetap tidak muncul",1
It's really useless to put email on your account while the login still use phone number,1
Tampilan simple dan mudah digunakan. Namun kenapa tidak ada fitur refund? Mungkin ke depannya bisa tolong ditambahkan.,4
"M-tix is very useless, you can't take your money again after top up m-tix. It's very terrible",1
"Selalu tampil ""unable to process your request, please click refresh button"". Tidak bisa melihat list film yang sedang tayang.",1
Get a better fintech,1
Agak susah makenya,3
Very complicated,1
"mau pesen minuman dari app, katanya lagi trouble, percuma saya beli saldo lebih.",2
"You have program for partner loyaly rewards, but when I tried to registering my card, it connected and I received the notification message that the registration is succeed BUT BOX OF NOTIF SHOWED UP IN THE NEXT SECOND SAYING i have to reactivate my card which already active and work just fine",1
"Mau beli makanan gabisa disini pdhl udh isi saldonya, payah",1
GOOD APP!!!,5
"Sudah 2th tidak pakai app ini. Begitu mau pakai, diminta kode OTP sms. Sms tdk tidak masuk hingga 30 mnt lbh! Begitu di isi sudah expired. Masih sabar sy ulangi lagi prosesnya. Akhirnya berhasil masuk. Tp begitu app di close. Masuk lagi, diminta kode OTP lagi. Rasanya pingin banting ini HP !!!",1
The app keeps stoping in my phone,1
Very good,5
Min top up 100k?? Ogahh.. Pke app tetangga saja,1
"Isi minimal 100rb (kemungkinan jd uang mati yang jarang nonton) mau topup ke applikasi tau2 saldo di potong 5rb (tanpa dikasih tau) pas beli tiket kena lagi adm 1,5k /tiket.. jadi, keuntungan saya pake aplikasi ini apaa??? Bayarin pembuatan teknologi kalian?",1
"Aplikasi yang tidak memudahkan, MTIX tidak dapat digunakan di Premier, ketika ingin membeli makanan pun ada jamnya jadi tidak ditukar, saya melihatnya seperti penipuan ketika topup balance tidak bisa pas jadi seakan akan seperti harus menyisakan saldo, mohon sistem ini dapat diperbaiki",1
No cancellation for reservation . Because the app redirectly give to me not today show. Dissapointed with the t n c,1
Very Good,5
"Minimal Top Up nya ketinggian, 100k. Trus gk ada pemberitahuan ada admin fee 5k, alhasil harus top up 2x100k karna saldo gk cukup.",1
"Secara umum baik, tapi beberapa kali pesan makanan lewat mTix, pas dateng belum dibuatkan juga karena penjaganya gak sadar ada pesanan. Mungkin ke depannya sistemnya di bagian ini bisa diimproove.",4
Minimum top up 100k ????????? Are u sure dude,1
Off nonton,5
Tidak bisa beli,1
Gak ada fitur withdraw 👎🏻👎🏻👎🏻👎🏻👎🏻,1
Awesome,5
"Masih gak ada perkembangan ni apps, padahal abis tutup karna pandemi, gini gini aja apps menyedihkan ini, mana fitur buat tarik saldo!",1
its really easy and nice to use,5
Top up kena biaya 5000..transaksi kena biaya 9000..kok kaya ngerampok,1
"Udah ada administration fee 5000, ada pula biaya tambahan untuk tiketnya sendiri. Sedangkan minimum topup 100rb, padahal saya udah topup seharga tiketnya aja (dan biaya admin) ternyata ada biaya tambahan lagi untuk tiketnya 3000 😩 yaelah. Terus saya harus topup lagi 100rb???? Gakjelas. Harusnya pembayaran langsung aja lah setelah booked ticket, pake virtual account. Gakusah pake topup2 segala. Kan jadi saya yg rugi kalo sampe ada sisa saldo di mtix. Gakbisa ditarik pula.",1
"Saya selalu membawa jajan dalam ransel sy masuk bioskop 21, tapi tidak diperiksa. Berbeda dgn yg saya alami di Cinep***s, jajanan sy diamankan semua. Menurut sy apa yg 21 lakukan sangat bijak karna tdk semua kalangan mampu jajan terus di cafe bioskopnya. Terima kasih Cinema 21.",5
Working very well. But it could be better if this app improve the appearance,4
"Log In user yang sudah lama dimana ya? saya biasanya pakai di chrome, begitu download aplikasinya gak nemu menu log in nya",5
"To reset pass, you need to input birth date Last used 2 years ago, and registered by my friend Can you be like other normal apps, use email or phone only",1
"Gabisa login! Udah resend activation code terus billangnya udah bisa login, begitu mau login incorrect pin, mau forgot password user not found. Ribet banget padahal cuma aplikasi biasa.",1
"Curang.. Kalasi.. Deposit harus minimal 100 ribu. Udah deposit, kena potongan 5 ribu lagi. Beli tiket, kena biaya admin lagi. Ini aplikasi untuk layanan tiket atau mau bisnins keuangan..?",1
"UDA DPT UNTUNG DR JUAL TIKET AJA MASIH KM KENAKAN ADMIN DOBEL2.. TOP UP PAKE BY ADMIN, BELI TIKET PUN MASIH PAKE BY ADMIN..",1
Why is there no movie date selection feature?,3
"app sampah, min isi saldo 100k kena biaya admin 5k, jadi nyisa saldo disitu gakepake",1
"Sudah bagus, tambahan utk next nya bisa dibuat fitur NOTIFICATION thd film yg akan baru tayang. Jd film2 di menu UpComing bisa dibuat notifnya saat filmnya pindah ke menu Playing, jadi org bisa segera beli tiket film yg sudah mreka tunggu2! Thanks before.",4
Standard feature..while its fee keeps increasing😢,2
"Admin fee 5k dan minimal top-up 100k?? WTF mahal dan rakusnya. Gk mau lagi dah pake ini app, ckup sekali!",1
Tombol close (tanda silang) ketika input jumlah seat tidak berfungsi dengan baik,2
"It would be better if the apps include a description for which theater has Dolby Atmos, like the another ticket-booking apps",4
"Setelah di update, kenapa tampilannya malah jadi kacau ?",1
"Terlalu banyak biaya tambahan/lain - lain, top up fee 5000 - 10.000 rb Additional fee per ticket 1.500 rb.,- . Minimum top up 100.000 rb, inilah sebetulnya Bank atau aplikasi utk pembelian tiket.",1
"Kecewa, tidak ada informasi kalau dipersyaratkan sudah mendapatkan vaksin tahap 2. Membuang-buang waktu datang ke lokasi.",1
My best cinema to enjoy a movie,5
Halo bagaimana cara mengambil dana yang ada di aplikasi berikut ? Mohon pencerahaannya. Terimakasih,4
gak bisa ganti nomer hp. di aplikasinya gak ada pengaturan nya,1
Mantap...,5
Aku bangga telah install ini,5
Seharusnya aplikasi ini merupakan kampanye positif bagi XXI. Namun saya jadi tidak pernah ke XXI lagi setelah menggunakan app ini. Ayolah... Bikin aplikasi yg mudah dan memudahkan. Ok?,1
Nice app,5
"Top up kena admin, beli tiket kena admin juga.",1
"tolong pemberitahuan lebih jelas mengenai admin 5000,karena minimal tf 100000 trimakasih.",1
Not responding terosssss,1
"Parah bgt gw niat beli 2 kali tiket di waktu yg sama gak bisa, orang mah di ingetin duli dari awal pas gw lagi pesen bangku ada bacaannya gak bisa pesen lagi. Mana gak bisa di coba dulu di confirm order... Kirain bisa!!! Udah gw top up taunya gak bisa!!!! Duit gue nyangkuttt 372rb gede banget kan bagi gueeee, mana gak bisa di tarik lagi. GADA MENU REFUND! AH PARAH KACOOOO",1
Gak bisa beli tiket. It says transaction cannot be processed. Topup bisa.. beli gak bisa. Scam apps. Dont use,1
aplikasinya mengecewakan. voucher gabisa dipake.,1
Tolong masukin top up saldo dibawah 100k dong please :(,3
"Sms otp ga pernah terkirim. Capek nunggu, ga bisa login",1
"I hate this. It doesn't give me notifications what movies are avalible, when the movie is ending, and how many seats are left. Plus, why did you HAVE TO put a movie that already ended? And sometimes I buy a ticket it randomly lags and got me out. Now my daughter is crying because there is a movie she wants to watch but it ended yesterday. YOU GUYS ARE THE WORST",1
KENAPA MIN TOP UP 100K??? KENAPA GA DIKASIH TAU KALO TOPUP BAKAL DIPOTONG?? JADI GA PAS UANGNYA HARUS TOPUP LG SEDANGKAN MIN. TOPUP 100K APK STRESS!!!!!!!!!!!!!! NAJIS,1
Tolong banyakin promo jangan ada potongan saat top up saldo mtix,3
top up tidak masuk!,1
"Tambahin XXI yang Di Depok dongg, dari dulu pengen book yg Daerah Depok susah bgt",3
"Harusnya saldo mtix bisa ditarik atau di-withdraw kembali ke rekening, biar memudahkan kalau salah topup. Dan minimum topup gak usah tinggi banget sampe 100rb, kasian kalo ada yang hanya kurang beberapa ribu doang. Plis dibenerin",3
Ok,5
Oke goole,5
Ngga bs diapa2in,1
Good,5
Mempermudah,5
good apps,5
"Kalo top up, dipotong admin 5.000. Mending pake tix id deh guysss",3
"bilang kirim kode otp tapi ga dikirim2 lewat sms aneh bangettt, udh masukkin uang juga buat beli tiket online malah ga bisa masuk",1
"Mahal fee admin, minimal 100.000 lagi",2
Why there is no Depok on the city list... I can't even use the near me feature....,1
"This app is so bad right now, I can't even buy a ticket for a movie, its says transaction can not be processed, same as the website, y'all doing some terrible work for this",1
Bagus,5
pembatalan refond saldo gak bisa dilakukan...aplikasinya kurang bagus...dimana semua aplikasi bisa refund,1
SO GOOD ILOVEIT,5
Top Up Saldo dengan nominal 100 rb atau 50 rb itu sangat menyebalkan dan bikin susah. Coba diturunkan nilai topupnya dan dibuat lebih flexible.,1
Good,5
Minimal top up 100rb. Mau nonton berempat jadi 106rb. Jadi terpaksa top up 150rb. Sisa 44rb. Hadehh.... Akal akalanya XXI. Kalo m nonton lagi berdua top up lagi terpaksa 100rb. Kapok,1
"pada saat pesan makanan, ga keproses. We can not process your m-food transaction. Please re-try a few moment. Few momentnya setengah hari lebih euy. Tambah lagi, ga bisa ganti nomor hp. I read the review from other people about changing phone number and their experience are bad",3
